user_id,genres,app_name,item_id
76561197970982479,RPG Massively Multiplayer,Guild Wars Factions,29560.0
76561197970982479,Massively Multiplayer RPG,Guild Wars Trilogy,29570.0
76561197970982479,Casual,Puzzle Kingdoms,23700.0
76561197970982479,Casual,Samantha Swift and the Golden Touch,16060.0
76561197970982479,RPG,Two Worlds Epic Edition,1930.0
76561197970982479,Strategy,Helldorado,18470.0
76561197970982479,Action Adventure RPG,XBlades,7510.0
76561197970982479,Action Indie,Zeno Clash,22200.0
76561197970982479,Indie,The Maw Speeder Lane,26007.0
76561197970982479,RPG Strategy,Kings Bounty The Legend,25900.0
76561197970982479,Casual Simulation,Virtual Families,16200.0
76561197970982479,Racing,Death Track Resurrection,7840.0
76561197970982479,RPG Strategy,Freedom Force vs the Third Reich,8890.0
76561197970982479,RPG Strategy,Freedom Force,8880.0
76561197970982479,Indie Simulation Strategy,Light of Altair,34500.0
76561197970982479,Action Simulation,Darkest Hour Europe ,1280.0
76561197970982479,Action Adventure,Prototype,10150.0
76561197970982479,Adventure Indie,Blueberry Garden,29160.0
76561197970982479,Strategy,Port Royale ,12470.0
76561197970982479,RPG,The Elder Scrolls IV Oblivion Game of the Year Edition,22330.0
76561197970982479,RPG,The Elder Scrolls III Morrowind Game of the Year Edition,22320.0
76561197970982479,Adventure,Ankh  Heart of Osiris,12440.0
76561197970982479,Simulation,Armored Fist ,32710.0
76561197970982479,Simulation,MiG Fulcrum,32740.0
76561197970982479,Strategy,BC Kings,12460.0
76561197970982479,Action,Call of Juarez Bound in Blood,21980.0
76561197970982479,Adventure,Nancy Drew Legend of the Crystal Skull,31860.0
76561197970982479,Adventure,Nancy Drew The Creature of Kapu Cave,31900.0
76561197970982479,Adventure,Nancy Drew The Phantom of Venice,31920.0
76561197970982479,Adventure,Nancy Drew The White Wolf of Icicle Creek,31930.0
76561197970982479,Casual Indie,BRAINPIPE A Plunge to Unhumanity,35800.0
76561197970982479,Adventure,Tales of Monkey Island Complete Pack,31170.0
76561197970982479,Action,Street Fighter IV,21660.0
76561197970982479,Action Adventure Racing Simulation Strategy,Thrillville Off the Rails,6080.0
76561197970982479,Adventure,Indiana Jones and the Fate of Atlantis,6010.0
76561197970982479,Action,Armed and Dangerous,6090.0
76561197970982479,Action,Star Wars Battlefront  Classic ,6060.0
76561197970982479,Adventure,Indiana Jones and the Last Crusade,32310.0
76561197970982479,Action Adventure,LEGO Indiana Jones The Original Adventures,32330.0
76561197970982479,Adventure,The Secret of Monkey Island Special Edition,32360.0
76561197970982479,Strategy,Warfare,35300.0
76561197970982479,Action Racing,Clutch,35310.0
76561197970982479,Adventure,Nancy Drew Ransom of the Seven Ships,31980.0
76561197970982479,Sports,D Ultra Minigolf Adventures,10140.0
76561197970982479,Adventure,Kings Quest Collection,10100.0
76561197970982479,Action,TimeShift,10130.0
76561197970982479,Adventure,Space Quest Collection,10110.0
76561197970982479,Action,Killing Floor Outbreak Character Pack,1256.0
76561197970982479,Action Casual,Aces of the Galaxy,10120.0
76561197970982479,Simulation Strategy,Tropico Reloaded,33520.0
76561197970982479,Casual,Mystery PI  Lost in Los Angeles,3610.0
76561197970982479,Action,Bionic Commando Rearmed,21680.0
76561197970982479,Action Adventure,Bionic Commando,21670.0
76561197970982479,Action,Watchmen The End is Nigh Part ,21030.0
76561197970982479,Action Indie,Foreign Legion Buckets of Blood,36000.0
76561197970982479,Adventure RPG,STAR WARS  Knights of the Old Republic,32370.0
76561197970982479,Indie Casual,Osmos,29180.0
76561197970982479,RPG,Fallout  A Post Nuclear Role Playing Game,38410.0
76561197970982479,Strategy,Fallout Tactics Brotherhood of Steel,38420.0
76561197970982479,Action,Kingpin  Life of Crime,38430.0
76561197970982479,Adventure,Tales of Monkey Island Complete Pack Chapter   The Siege of Spinner Cay,31180.0
76561197970982479,Casual,Jewel Quest Pack,37960.0
76561197970982479,Casual,Mahjong Quest Collection,38000.0
76561197970982479,Adventure Indie,Time Gentlemen Please and Ben There Dan That Special Edition  Double Pack,37400.0
76561197970982479,Action,Tom Clancys Splinter Cell Chaos Theory,13570.0
76561197970982479,Strategy,XIII Century  Gold Edition,34420.0
76561197970982479,Simulation,World of Zoo,43100.0
76561197970982479,Action Adventure,Mini Ninjas,35000.0
76561197970982479,Adventure Casual Indie,Windosill,37600.0
76561197970982479,Simulation,Train Simulator Colton  Northern Route AddOn,24029.0
76561197970982479,Adventure Casual,Midnight Mysteries,32140.0
76561197970982479,Adventure,Tales of Monkey Island Complete Pack Chapter   Lair of the Leviathan,31190.0
76561197970982479,Action,Joint Operations Combined Arms Gold,32770.0
76561197970982479,Simulation,Train Simulator US Loco  Asset Pack,208306.0
76561197970982479,Simulation,DinerTown Tycoon,37300.0
76561197970982479,Simulation,Train Simulator European Loco  Asset Pack,208300.0
76561197970982479,RPG,Risen,40300.0
76561197970982479,Casual,Floras Fruit Farm,35070.0
76561197970982479,Strategy,Empire Total War  The Warpath Campaign,10606.0
js41637,Adventure Indie,Machinarium,40700.0
js41637,Action,Medal of Honor Airborne,24840.0
js41637,Racing,Need for Speed Shift,24870.0
js41637,RPG,Torchlight,41500.0
js41637,Strategy,Command  Conquer Red Alert   Uprising,24800.0
js41637,Strategy,The Stronghold Collection,901735.0
js41637,Strategy,East India Company Privateer,42800.0
js41637,Action,Painkiller Resurrection,39560.0
js41637,RPG Strategy,SpellForce   Anniversary Edition,39550.0
js41637,Adventure,Secret Files Tunguska,40330.0
js41637,Strategy,Rush for Berlin Gold,40320.0
js41637,Adventure,Tales of Monkey Island Complete Pack Chapter   The Trial and Execution of Guybrush Threepwood,31200.0
js41637,Strategy,Men of War Red Tide,3130.0
js41637,Action Indie,Hammerfight,41100.0
js41637,Action RPG,SpellForce  Platinum Edition,39540.0
js41637,Strategy,Massive Assault Phantom Renaissance,34640.0
js41637,Strategy,Massive Assault,34630.0
js41637,Action Indie,Serious Sam HD The First Encounter,41000.0
js41637,Adventure,Secret Files  Puritas Cordis,40340.0
js41637,RPG,Dragon Age Origins,17450.0
js41637,Action RPG Indie,Aztaka,37100.0
js41637,Indie Casual,Magnetis,37500.0
js41637,Strategy,For The Glory A Europa Universalis Game,42810.0
js41637,Action,Call of Duty Modern Warfare ,10180.0
js41637,Adventure,LEGO Star Wars  The Complete Saga,32440.0
js41637,RPG,Overlord,11450.0
js41637,RPG,Overlord Raising Hell,12710.0
js41637,Strategy,Command  Conquer  Tiberium Wars,24790.0
js41637,Indie Casual,Yumsters  Around the World,29120.0
js41637,Strategy,Command  Conquer  Kanes Wrath,24810.0
js41637,Indie Simulation Strategy,Gratuitous Space Battles,41800.0
js41637,Simulation,Wings of Prey,45300.0
js41637,Action Adventure RPG,The Bards Tale,41900.0
js41637,Action,Defence Alliance ,35420.0
js41637,Action,STAR WARS  The Force Unleashed Ultimate Sith Edition,32430.0
js41637,RPG,Fallout  Game of the Year Edition,22370.0
js41637,Strategy Indie Simulation,Gratuitous Space Battles The Tribe,41802.0
js41637,Simulation,BuildALot,38080.0
js41637,Simulation,BuildALot  Town of the Year,38090.0
js41637,Simulation,BuildALot  Passport to Europe,38100.0
js41637,Casual Simulation,Coconut Queen,38070.0
js41637,Casual,Roogoo,38210.0
js41637,Action Adventure,Devil May Cry ,45700.0
js41637,Action Indie RPG,Avencast Rise of the Mage,46410.0
js41637,Simulation,BuildALot  Power Source,38110.0
js41637,Action Free to Play Indie,Pirates Vikings and Knights II,17570.0
js41637,Casual,Farm Frenzy ,38130.0
js41637,Casual,Farm Frenzy  American Pie,38160.0
js41637,Casual,Farm Frenzy ,38150.0
js41637,Casual,Farm Frenzy,38120.0
js41637,Casual,Farm Frenzy Pizza Party,38140.0
js41637,Casual,Cake Mania Main Street,36300.0
js41637,Strategy Casual,Westward IV All Aboard,36310.0
js41637,Adventure Casual,Iron Roses,36320.0
js41637,Strategy,UFO Extraterrestrials Gold,37030.0
js41637,Adventure,LEGO Indiana Jones  The Adventure Continues,32450.0
js41637,Action Indie Racing,Super Laser  Racer,44100.0
js41637,Strategy,Hearts of Iron III Soviet Infantry Pack DLC,25960.0
js41637,Action,NecroVisioN Lost Company,46250.0
js41637,Casual,Cradle of Persia,38180.0
js41637,Action,Aliens vs Predator Swarm Map Pack,10695.0
js41637,Action Indie,Serious Sam Classic The First Encounter,41050.0
js41637,Simulation,Train Simulator Fort Kent to Eagle Lake Route AddOn,24055.0
js41637,Action RPG,Mount  Blade Warband,48700.0
js41637,Action,Coniclysm,39900.0
js41637,Action Indie,Plain Sight,49900.0
js41637,Action,Lead and Gold Gangs of the Wild West,42120.0
js41637,Action,Grand Theft Auto Episodes from Liberty City,12220.0
js41637,Action Adventure,Dark Void Zero,45730.0
js41637,Indie,Fortix,45400.0
js41637,Action Casual Indie,Beat Hazard,49600.0
js41637,Adventure,Sam  Max The Devils Playhouse,901399.0
js41637,Simulation Strategy,MUD TV,43500.0
js41637,Simulation,Wings of Luftwaffe Addon,45302.0
js41637,Adventure Indie,The Misadventures of PB Winterbottom,40930.0
js41637,Action,AquaNox  Revelation,39640.0
js41637,Action,AquaNox,39630.0
js41637,Casual Indie,Fluttabyes,23150.0
js41637,Casual,Hidden Expedition Titanic,50940.0
js41637,Casual Indie,Hidden Expedition Amazon,50920.0
js41637,Strategy,Napoleon Total War  Coalition Battle Pack,34178.0
js41637,Casual,Fitness Dash,37340.0
js41637,Casual,Gemini Lost,37390.0
js41637,Casual,DinerTown Detective Agency,37310.0
js41637,Casual,Hotel Dash Suite Success,49000.0
js41637,Casual,Nightshift Legacy The Jaguars Eye,37330.0
js41637,Casual,The Nightshift Code,37320.0
js41637,Casual,TriJinx A Kristine Kross Mystery,37370.0
js41637,Casual,Valerie Porter and the Scarlet Scandal,37380.0
js41637,Action Adventure Casual,Biozone,19080.0
js41637,Action Adventure,Rocket Knight,19030.0
js41637,Action Indie,Flight of the Icarus,49800.0
js41637,Casual,Puzzler World,33650.0
js41637,Action Adventure,Prince of Persia The Forgotten Sands Digital Deluxe Edition,901478.0
js41637,Casual Indie,Ziro,33660.0
js41637,Action,Altered Beast,34281.0
js41637,Action,Comix Zone,34272.0
js41637,Action Adventure Casual RPG,SEGA Mega Drive and Genesis Classics,34270.0
js41637,Action,Golden Axe,34276.0
js41637,Action,Ecco the Dolphin,34274.0
js41637,Strategy,Gain Ground,34275.0
js41637,Action,Shinobi III Return of the Ninja Master,34277.0
js41637,Action,Crack Down,34273.0
js41637,Action,VectorMan,34280.0
js41637,Action,Shadow Dancer,34282.0
js41637,Action,Space Harrier II,34279.0
js41637,Action RPG,Alpha Protocol,34010.0
js41637,Action,Alien Breed Impact,22610.0
js41637,RPG,Fallout   Point Lookout,22440.0
js41637,Strategy Indie,Defense Grid Resurgence Map Pack ,18508.0
js41637,RPG,Fallout   Mothership Zeta,22430.0
js41637,RPG,Fallout   Broken Steel,22410.0
js41637,RPG,Fallout   The Pitt,22420.0
js41637,Action,Alien Swarm,630.0
js41637,RPG,Fallout   Operation Anchorage,22400.0
js41637,Simulation Strategy,SimCity  Deluxe Edition,24780.0
js41637,Strategy RPG,Disciples III  Renaissance Steam Special Edition,33670.0
js41637,Casual Indie,Tidalis,40420.0
js41637,Action Casual Indie,Razor Hidden Skies,34920.0
js41637,Strategy,The Settlers  Uncharted Land Map Pack,48136.0
js41637,RPG,Dimensity,46720.0
js41637,Action,Kane  Lynch  Dog Days,28000.0
js41637,Simulation Strategy,The Guild II Renaissance,39680.0
js41637,Strategy,Hearts of Iron III DLC German II Spritepack,25962.0
js41637,Simulation,Trainz Simulator DLC Blue Comet,24634.0
js41637,Strategy,Fantasy Wars,63900.0
js41637,Action,Mafia II,50130.0
js41637,Simulation,Train Simulator Network Southeast Class  Loco AddOn,24075.0
js41637,RPG Casual,Puzzle Quest ,47540.0
js41637,Action,Burn Zombie Burn,50510.0
js41637,Indie,Madballs BDI Clan Skins,25760.0
js41637,Indie,Madballs Scorched Evolution Skin Rollup,25763.0
js41637,Indie,Madballs BDI Evolution Skin Rollup,25762.0
js41637,Indie,Madballs Holiday Skin Rollup,25764.0
js41637,Strategy,Victoria I Complete,42980.0
js41637,Simulation,Ship Simulator Extremes,48800.0
js41637,Strategy,Worms Reloaded,22600.0
js41637,Indie Simulation Strategy,Making History II The War of the World,46770.0
js41637,Action Simulation Strategy,Arma  British Armed Forces,65700.0
js41637,Strategy,Victoria II,42960.0
js41637,Indie,Madballs Scorched Clan Skins,25761.0
js41637,Action,Kane  Lynch  The Doggie Bag,28010.0
js41637,Action,Kane  Lynch  Multiplayer Masks Pack,28012.0
js41637,Simulation,Trainz Classic Cabon City,24640.0
js41637,Action,Kane  Lynch  Alliance Weapon Pack,28011.0
js41637,Strategy,Cossacks Back to War,4850.0
js41637,Adventure,Broken Sword Directors Cut,57640.0
js41637,Casual,Chime,62100.0
js41637,Action,Mafia II DLC Jimmys Vendetta,50145.0
js41637,Action,Sniper Ghost Warrior  Map Pack,34841.0
js41637,Action Indie,VVVVVV,70300.0
js41637,Strategy,The Settlers  Conquest  The Empire Expansion DLC,48137.0
js41637,Action Adventure Indie,Amnesia The Dark Descent,57300.0
js41637,RPG Indie,Recettear An Item Shops Tale,70400.0
js41637,Action Casual Indie,Swarm Arena,46600.0
js41637,Action Simulation,Super Thunder Blade,34314.0
js41637,Action,Galaxy Force II,34310.0
js41637,Simulation,Hacker Evolution,70100.0
js41637,Indie Simulation,Hacker Evolution Untold,70110.0
js41637,Casual Indie,Faerie Solitaire,38600.0
js41637,Strategy,Patrician IV  Steam Special Edition,57620.0
js41637,Action,Bonanza Bros,34284.0
js41637,RPG Strategy,Kings Bounty Crossworlds,63910.0
js41637,Simulation,Train Simulator Green  Gold HST DMU AddOn,24082.0
js41637,Strategy,Sid Meiers Civilization V,8930.0
js41637,Strategy,Commander Conquest of the Americas  Colonial Navy,49310.0
js41637,Action Indie,Serious Sam Classic The Second Encounter,41060.0
js41637,Indie Strategy,Star Ruler,70900.0
js41637,Action Adventure,Blade Kitten,9940.0
js41637,Action,Alien Breed  Assault,22650.0
js41637,Action Adventure,Darksiders,50620.0
js41637,Simulation Strategy,X Beyond the Frontier,2840.0
js41637,Strategy,The Kings Crusade,42920.0
js41637,Action RPG Massively Multiplayer,Guild Wars Eye of the North,29700.0
js41637,Simulation Strategy,X Tension,2850.0
js41637,RPG Strategy,Age of Wonders II The Wizards Throne,61510.0
js41637,Adventure Casual Simulation,Governor of Poker ,70200.0
js41637,Adventure Casual Indie Simulation,Governor of Poker   Premium Edition,70210.0
js41637,RPG Strategy,Age of Wonders Shadow Magic,61520.0
js41637,RPG Strategy,Age of Wonders,61500.0
js41637,Action,Medal of Honor,47790.0
js41637,Indie RPG Strategy,Grotesque Tactics Evil Heroes,46450.0
js41637,Action Adventure,Lost Planet ,45750.0
js41637,Adventure Casual Indie,Doc Clock The Toasted Sandwich of Time,57800.0
js41637,Action RPG,Fallout New Vegas,22380.0
js41637,Action Casual Indie,The Polynomial  Space of the music,67000.0
js41637,Adventure Indie,Puzzle Bots,80300.0
js41637,Indie Racing,Nimbus,50000.0
js41637,Strategy,Civilization V  Babylon Nebuchadnezzar II,16868.0
js41637,Action Indie RPG,DeathSpank,18040.0
js41637,Action Simulation,Virtua Fighter ,71115.0
js41637,Casual,Columns III,34317.0
js41637,RPG,Sword of Vermilion,71114.0
js41637,Action,Golden Axe II,71112.0
js41637,Action Adventure,Sonic The Hedgehog,71113.0
js41637,Adventure,Ecco The Tides of Time,34319.0
js41637,Action,BioHazard Battle,34316.0
js41637,Action,Alien Storm,34315.0
js41637,Action Indie,Shank,6120.0
js41637,Action Adventure Indie,The Ball,35460.0
js41637,Action,STAR WARS The Force Unleashed II,32500.0
js41637,Action Casual,Flight Control HD,62000.0
js41637,RPG Simulation Strategy,Patrician III,33570.0
js41637,Action Casual Indie,BITTRIP BEAT,63700.0
js41637,Simulation Strategy,Theatre of War   Battle for Caen,46362.0
js41637,Casual,Woody TwoLegs Attack of the Zombie Pirates,49320.0
js41637,Adventure Indie,Clones,72400.0
