developer,sentiment_analysis,user_id
All Aboard,2.0,itsdandytime
MumboJumbo,2.0,DarkKnight2599
Telltale Games,0.0,blablabla174
NovaLogic,2.0,DarthRhys
Dovetail Games,1.0,_Daughter_
PlayFirst,0.0,deadtrooper6424
Dovetail Games,0.0,76561198037086921
Piranha Bytes,0.0,defox01
Honeyslug,2.0,defox01
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,2.0,deynarian
Amanita Design,2.0,diabz
EA Los Angeles,0.0,Poopsnugg
Slightly Mad Studios,2.0,Poopsnugg
Runic Games,0.0,Poopsnugg
EA Los Angeles,0.0,MattBowles
FireFly Studios,2.0,Dozza_The_Wozza
Nitro Games,0.0,dreadedfungus
Homegrown Games,2.0,Dub5
PhenomicTHQ Nordic,2.0,Dub5
Animation Arts,2.0,76561198060319088
Stormregion,2.0,elgerjp
Telltale Games,0.0,Enska
C Company,2.0,CaptainCrytec
Konstantin Koshutin,1.0,CaptainCrytec
Phenomic,2.0,CaptainCrytec
Wargamingnet,2.0,eunmac
Wargamingnet,2.0,76561197987394736
Croteam,0.0,FestiveDuckGaming
Animation Arts,0.0,firnin_hanks
BioWare,1.0,Ni7rogen
Citeremis Inc,2.0,Sickunt123
Yullaby,0.0,serafiki
Crystal Empire Games,0.0,serafiki
Infinity WardAspyr Mac,2.0,serafiki
Travellers TalesFeral Interactive Mac,1.0,gabbler123
Triumph StudiosVirtual Programming,2.0,76561198152535010
Triumph StudiosVirtual Programming,2.0,76561198067309171
EA Los Angeles,1.0,76561198067309171
KranX Productions,2.0,geoskio
EA Los Angeles,1.0,76561198134334226
Positech Games,2.0,GLADTOHELP
Gaijin Entertainment,2.0,76561198077294556
inXile Entertainment,0.0,76561198057970914
Defence Alliance Team,2.0,Vyndoril
LucasArtsAspyr Studios,0.0,Rotomaniac
Bethesda Game Studios,0.0,Rotomaniac
Positech Games,2.0,76561198065084226
Hip Soft,2.0,imsodonionringsrightnow
Hip Soft,1.0,imsodonionringsrightnow
Hip Soft,1.0,CUSTOM666
iWin,2.0,76561198104428121
Spidermonk Entertainment,2.0,76561198058405866
Capcom,2.0,76561198077102914
ClockStone Studios,1.0,76561198044032335
Hip Soft,1.0,76561198044032335
Octoshark Studios,2.0,76561198058562728
Alawar,2.0,SaladsByAinsley
Alawar,2.0,Outsider
Alawar,0.0,Outsider
Alawar,0.0,mrawesome99128
Alawar,0.0,mrawesome99128
Sandlot Games,0.0,76561198079366509
Sandlot Games,2.0,YouWannaFuckingGoM99
Cateia Games,1.0,haloslayer1
Chaos Concept,1.0,HubDubs
Travellers Tales,1.0,HubDubs
New Star Games Ltd,1.0,Deepadeep
Paradox Interactive,2.0,duckonthetruck
The Farm ,2.0,JayKayGray
Awem Studio,0.0,76561198080526242
Rebellion,0.0,76561198103371005
Croteam,2.0,76561198103371005
All Aboard,0.0,76561198092221837
TaleWorlds Entertainment,2.0,miochandesu
ZoopTEK,2.0,Thenormalvietnamese
Beatnik Games,2.0,Thenormalvietnamese
Fatshark,2.0,adamkupou
Rockstar North  Toronto,0.0,ironcass
Other Ocean Interactive,2.0,ironcass
Nemesys Games,0.0,ironcass
Cold Beam Games,2.0,ironcass
Telltale Games,2.0,jgbergmen
Realmforge Studios,1.0,Jacab
Gaijin Entertainment,2.0,bobofofo
The Odd Gentlemen,0.0,bobofofo
THQ Nordic,2.0,james815
THQ Nordic,1.0,Bigzy
Red Chain Games Ltd,0.0,76561198075863151
Big Fish Games,0.0,dontgetmemed
Big Fish Games,2.0,dontgetmemed
The Creative AssemblyFeral Interactive Mac,2.0,76561198097172610
Sarbakan,0.0,Lunaii
PlayFirst,2.0,Lunaii
Absolutist Ltd,2.0,Lunaii
PlayFirst,0.0,Lunaii
PlayFirst,2.0,76561198043130826
PlayFirst,0.0,76561198043130826
PlayFirst,0.0,dzakuan
PlayFirst,0.0,Joshycraft
G Entertainment,2.0,Justmatel
Climax Studios,2.0,9683n
Muse Games,2.0,kcharding
Ideas Pad,2.0,keoul
Ubisoft,2.0,jet14
Kokakiki,2.0,jet14
SEGA,2.0,jet14
SEGA,2.0,jet14
DT Limited,2.0,jet14
SEGA,0.0,JohnnyMcShitty
SEGA,0.0,lozone
SEGA,0.0,larrythebrony
SEGA,0.0,larrythebrony
SEGA,2.0,larrythebrony
SEGA,2.0,lasati
SEGA,1.0,lelvis
SEGA,2.0,sIuttrak
Obsidian Entertainment,1.0,epagames
Team Software Ltd,0.0,Vucki
Bethesda Game Studios,1.0,LudiAU
Hidden Path Entertainment,1.0,76561198024566463
Bethesda Game Studios,0.0,rollhack
Bethesda Game Studios,2.0,MAC_CAB
Bethesda Game Studios,2.0,76561198074177617
Valve,2.0,MatthewW7
Bethesda Game Studios,2.0,76561198027193755
EA  MaxisAspyr Mac,0.0,obeseninja27
Akelladat,1.0,wearethechampionsmyfriend
Arcen Games LLC,0.0,lolijuygter
Invent Entertainment,1.0,anthMC
Blue Byte,2.0,anthMC
Dagger Games,0.0,76561198061039342
IO Interactive,0.0,76561198061039342
Rune Forge,2.0,76561198061039342
Paradox Interactive,0.0,76561198079882851
NV Games,2.0,76561198052118118
InoCo,2.0,Mozness
K CzechFeral Interactive Mac,2.0,76561197995905411
Dovetail Games,2.0,mresprofile
Infinite Interactive,2.0,Murdocgreenskin
doublesix,2.0,Murix
Playbrains,2.0,mutatedwombat
Playbrains,2.0,NanoPi
Playbrains,2.0,NanoPi
Playbrains,1.0,sheshenus
Paradox Development Studio,2.0,QuenchingAlarm1
VStep,0.0,ustupit
Team Digital Ltd,2.0,76561198088807138
Muzzy Lane Software,0.0,SenorcThePie
Bohemia Interactive,0.0,pleaseendmyfuckingsufferingcyka
Paradox Development Studio,2.0,pleaseendmyfuckingsufferingcyka
Playbrains,0.0,76561198085457850
IO Interactive,0.0,76561198085457850
IO Interactive,2.0,76561198080947173
NV Games,1.0,76561198081848869
IO Interactive,1.0,76561198081848869
GSC Game World,1.0,76561198029634836
Revolution Software Ltd,0.0,Capscain
Zo Mode,2.0,76561198004669632
K CzechFeral Interactive Mac,2.0,deathtotraitors777
City Interactive,2.0,anpepo
Terry Cavanagh,1.0,76561198093156182
Blue Byte,0.0,76561198043880297
Frictional Games,2.0,piedude
EasyGameStation,2.0,honkychonky
Dedication Games,0.0,honkychonky
SEGA,2.0,honkychonky
SEGA,2.0,76561198107093846
exosyphen studios,2.0,pizzadude04
exosyphen studios,2.0,76561198044367162
Subsoap,2.0,POKESTEAM
Gaming Minds Studios,2.0,some_sorta_pie
SEGA,2.0,FabRainbro
Katauri Interactive,0.0,LordRascus
Dovetail Games,0.0,kayrom
Firaxis GamesAspyr Mac Linux,1.0,Rhyzak
Nitro Games,1.0,Rubbercube
Croteam,0.0,Rubbercube
Blind Mind Studios,1.0,Rubbercube
Krome Studios,0.0,Rubbercube
Team Digital Ltd,2.0,xdangerouscereallyx
Vigil Games,0.0,sanaret
Egosoft,2.0,Sansomar
NeoCoreGames,2.0,76561198081934209
ArenaNet,0.0,p893629682
Egosoft,2.0,SergeantMason
Triumph Studios,2.0,SergeantMason
I Sioux Game Productions BV,2.0,1stpionpaul
I Sioux Game Productions BV,0.0,seveneightnine
Triumph Studios,1.0,Shredderman962
Triumph Studios,0.0,Silverimate47
Electronic Arts,0.0,whisperrrrrrr
Headup GamesSilent Dreams,1.0,SirexPower
CAPCOM CO LTD,1.0,SirexPower
Stickmen Studios,1.0,SirexPower
Obsidian Entertainment,0.0,Skippy333
Dmytry Lavrov,2.0,5400540054005400
Ivy Games,2.0,SneakyPete9
Noumenon Games,2.0,Variun
Firaxis GamesAspyr Mac Linux,2.0,SULL3H
Hothead Games,0.0,76561198033982370
SEGA,2.0,76561198080103160
SEGA,2.0,sprayer1706
SEGA,2.0,76561198061268926
SEGA,2.0,76561198070346631
SEGA,0.0,76561198057451875
SEGA,2.0,76561198073446384
SEGA,2.0,76561198073446384
SEGA,2.0,the_mad_doctor123
Klei Entertainment,0.0,Tomsen1
Teotl Studios,0.0,LecXii
Aspyr Studios,0.0,TheSuccIsGudd
Firemint,0.0,Smeegan
Ascaron Entertainment ltd,0.0,Smeegan
Gaijin Games,0.0,76561198051772381
C Company,2.0,TheJordanSixFifty
Nitro Games,2.0,ThereSheBlows
Tomkorp Computer Solutions Inc,0.0,thrillder
Paradox Interactive,2.0,76561198062267241
Double Helix Games,2.0,timasaurus
Centauri Production,0.0,gayanimeguy
Centauri Production,0.0,TomThehTmoT
Centauri Production,2.0,TomThehTmoT
Altar Games,0.0,76561198045771425
React Games,2.0,76561197992809369
Treyarch,2.0,76561198069824038
Sonic Boom Games,0.0,Tudah
Oddworld Inhabitants,2.0,Tudah
Sonic Boom Games,2.0,Tudah
Oddworld Inhabitants,2.0,Tunnocks
Ntreev Soft Co Ltd,0.0,76561198120479313
Telltale Games,2.0,ceruleansketchcat
Rockstar Games,0.0,76561198149939310
Rockstar Games,2.0,falfouchinskaia
Crystal Dynamics Inc,0.0,valvoman
Crystal Dynamics Inc,2.0,bongsweremadebybongocomics
Crystal Dynamics,1.0,76561198066004879
Crystal Dynamics Inc,2.0,vengerfire
Rockstar Games,2.0,76561197971285616
Brightside Games,0.0,76561197976177356
Extend Studio,2.0,_Enlightenment_
BlueGiant Interactive,1.0,dontdisturbthecoffee
Visceral Games,0.0,76561198074076427
Big Fish Studios,2.0,thombelcar
Cateia Games,2.0,thombelcar
Uber Entertainment,2.0,thombelcar
MumboJumbo,2.0,37755753
SEGA,2.0,37755753
SEGA,2.0,37755753
SEGA,2.0,37755753
SEGA,2.0,37755753
SEGA,2.0,76561198042666584
SEGA,2.0,vxwolf368
SEGA,2.0,Foxxy346
SEGA,2.0,Foxxy346
SEGA,2.0,subsonicsnigger
SEGA,2.0,Helpsme
SEGA,0.0,76561198090018608
The Sims Studio,0.0,76561198036077253
VStep,2.0,76561198072355008
The Sims Studio,0.0,wilsonufs
The Sims Studio,1.0,wolvau
The Sims Studio,2.0,carterbegrie
The Sims Studio,0.0,yungwarez
The Sims Studio,0.0,xhog
Trinoteam,2.0,xJerkensteinx
Virtual Prophecy Entertainment,0.0,YoloGhost
The Sims Studio,0.0,76561198018469813
Mediatonic,0.0,maibiglargebuttocks
Cyan Worlds,2.0,ZONEcold
Petroglyph,1.0,MyZan1ty
Reality Pump Studios,2.0,JyizerHD
Eden Studios,2.0,Tydirium_762
NeoCoreGames,0.0,pootispentry
Positech Games,1.0,y__tho
NeoCoreGames,1.0,SuperSalter3000
Realmforge Studios,0.0,SuperSalter3000
Arcen Games LLC,0.0,hentai_overlord
DTP,2.0,The_Eyepatch
Stainless Games,2.0,76561198014210785
Fakt Software,2.0,archy18
Gaijin Games,2.0,Wangachung
Kaos StudiosDigital Extremes,0.0,mark3888
Red Redemption,2.0,mark3888
Copenhagen Game Collective,1.0,mark3888
Relic EntertainmentFeral Interactive MacLinux,2.0,76561198097177685
Relic EntertainmentFeral Interactive MacLinux,2.0,JiAltair
Relic EntertainmentFeral interactive MacLinux,2.0,juzzfuzz
Relic EntertainmentFeral interactive MacLinux,2.0,76561198049524520
Trion Worlds,2.0,Rawex
Relic EntertainmentFeral Interactive MacLinux,2.0,Rawex
Stout Games,2.0,Rawex
Relic EntertainmentFeral Interactive MacLinux,2.0,northisbae
Black Lion Studios,1.0,76561198080157237
Colossal Order Ltd,2.0,lambofreak4ever
VStep,0.0,Dankulicious
Relic EntertainmentFeral Interactive MacLinux,0.0,KingBlobfish
SimBin,2.0,KingBlobfish
 bit studios,2.0,movienationscom
Ntronium Games,2.0,movienationscom
Martin Ivanov,1.0,X-Evolution
Realmforge Studios,0.0,MladshiyLlama
 North and Digital Ranch,0.0,76561198077295459
Gaming Minds Studios,0.0,dalebaxter
Valve,0.0,76561198101093216
Arrowhead Game Studios,1.0,76561198101093216
Coffee Stain Studios,2.0,QuirkyChicken
CInoCo,2.0,_steelphantom
Relic EntertainmentFeral Interactive MacLinux,2.0,AquilliusRanger
Relic EntertainmentFeral Interactive MacLinux,2.0,Slavishbear
Relic EntertainmentFeral Interactive MacLinux,2.0,Slavishbear
Mode ,1.0,76561198092674729
Relic EntertainmentFeral Interactive MacLinux,2.0,itsaprofileaboutnothing
inner seas,1.0,G77777
inXile Entertainment,2.0,me11111111
Fatshark,2.0,fab2cent
The Sims Studio,1.0,daboiz
Colossal Order Ltd,0.0,76561198052612696
Arrowhead Game Studios,2.0,neadekvat161
Behaviour,2.0,overwatchmemelord
Microids,0.0,765611983889673
Microids,1.0,Pikachu_LOL
Treyarch,1.0,Nanaya_Shiki
Obsidian Entertainment,1.0,76561198044577103
Gearbox Software,1.0,76561198049415770
Red Duck Inc,2.0,76561198045400287
Cryptic Studios,2.0,76561198066084176
Apus SoftwareThree Donkeys LLC,2.0,76561198066084176
Colossal Order Ltd,2.0,spudgee
Reality Pump Studios,1.0,CalvinHazard
Peter Brinson and Kurosh ValaNejad,2.0,mopkap
Stainless Games Ltd,2.0,loadsamoney
Bacon Wrapped Games,2.0,loadsamoney
Cold Beam Games,0.0,loadsamoney
Mode ,0.0,loadsamoney
Murudai,0.0,loadsamoney
Totem Games,2.0,loadsamoney
Totem games,0.0,Hati_Hati_Hati_Hati_Hati_Hati
Arrowhead Game Studios,0.0,76561198157640176
Totem Games,0.0,76561198157640176
Day  Studios,2.0,deatheffekt
Arrowhead Game Studios,2.0,reflexaus
Arrowhead Game Studios,2.0,reflexaus
NV Games,1.0,123joshua321
Arrowhead Game Studios,1.0,76561198019231133
Paradox Interactive,2.0,DMbug
Bedlam Games,2.0,76561198079298522
SimBin,2.0,aamonrai132
Giants Software,0.0,r34d_4nd_w33p
Paradox Interactive,1.0,Lolicon_Banzai
Paradox Development Studio,2.0,KentuckyFriedSpy
Team Digital Ltd,2.0,WhiteAfrican
Team Digital Ltd,2.0,TheOnlyT6
Team Digital Ltd,2.0,alexisacoolhuman
Realmforge Studios,2.0,AlanJack102
Team Digital Ltd,1.0,TwoPixel
Telltale Games,0.0,amr_
Tripwire Interactive,2.0,76561198067361221
Ageod,2.0,Anywher
Secret Base,2.0,EGGSaus
Obsidian Entertainment,2.0,aperture_sandvich
Relic EntertainmentFeral Interactive MacLinux,2.0,whafam
YeaBoing,0.0,Archimedesthemagicalbird
Dovetail Games,2.0,76561198040257934
Kaos StudiosDigital Extremes,0.0,arthur-dent
Mystic Box,2.0,AsherFatin
Digitalmindsoft,0.0,09879655452567
Dejobaan Games LLC,1.0,Strikeria
Lunar Giant,2.0,B-HopperTr0LL
Extend Studio,2.0,Baileaf
Colossal Order Ltd,2.0,76561198065661382
HeR Interactive,2.0,76561198065661382
Bohemia Interactive,0.0,76561198065661382
Zachtronics,1.0,baranaka
Haemimont Games,2.0,thelazybrowniemkii
HeR Interactive,2.0,76561198301150825
HeR Interactive,2.0,BZ4LIFE
Total Eclipse,0.0,76561198267779591
Ageod,0.0,BecauseImSAD
Two Tribes,1.0,OG1
Firaxis GamesAspyr Mac Linux,2.0,llamaemperor
Firaxis GamesAspyr Mac Linux,2.0,birdpleb
Coffee Stain Studios,2.0,bizarrues
exosyphen studios,0.0,myles101
MinMax Games Ltd,2.0,Skrytwo
TimeGate Studios,2.0,Skrytwo
TimeGate Studios,0.0,2spooky
TimeGate Studios,2.0,2spooky
Relic EntertainmentFeral Interactive MacLinux,2.0,Bonkbonkerson
Obsidian Entertainment,2.0,76561198072103064
Three Rings,2.0,imacatseeulr
Hothead Games,1.0,imacatseeulr
Relic,1.0,imacatseeulr
C Company,1.0,negrosarcastico
Flying Wild Hog,0.0,BlockStabFatality
Ageod,2.0,544183980
Octane GamesMeridian,2.0,buggy00
ACE Team,1.0,dogapp
Tripwire Interactive,2.0,totesnotahacker
Colossal Order Ltd,1.0,captainquickler
Stainless Games Ltd,2.0,Castor_E
Paradox Development Studio,2.0,Castor_E
PomPom,2.0,Castor_E
HeR Interactive,2.0,76561198033432863
Reality Pump Studios,2.0,dannysfatass
NGD Studios,0.0,hopeandchaos
Gearbox Software,0.0,checkm80
Gas Powered Games,0.0,megatetsujin28
Edmund McMillen and Florian Himsl,0.0,76561198021700114
Giants Software,2.0,ParaChymp
CAvalon,0.0,Frostbyte69
Gas Powered Games,0.0,NickMcGrath
Red Redemption,0.0,roitethere
Steel Monkeys,2.0,c1u
Red Redemption,2.0,76561198071176877
Red Redemption,0.0,CookedTuna
City Interactive,2.0,CookedTuna
Games FarmDivision,2.0,CorsairCrossley
Red Redemption,2.0,Crailik
Capcom Vancouver,1.0,crnza
Hothead Games,0.0,76561198023152575
Akelladat,2.0,OptioMajoris
Days of Wonder,0.0,johnvu3
Dovetail Games,2.0,EthanDennisMcKormick
Double Fine Productions,2.0,EthanDennisMcKormick
The Sims Studio,0.0,dandeloinz
Positech Games,2.0,76561198016761464
VlambeerCroteam,2.0,76561198016761464
Ideas Pad,1.0,danthettt
bAlive,0.0,blablabla174
Spellbound Studios,2.0,76561198023971448
KTX Software,2.0,DazzaMH
Robot Entertainment,2.0,DazzaLCFC
Obsidian Entertainment,2.0,DBZfreakMBB
Daybreak Game Company,2.0,AZA1498
Haemimont GamesFeral Interactive Mac,0.0,Punpun420
Devils Details,2.0,Destero
HeR Interactive,0.0,comcozzolino01
Robot Entertainment,2.0,comcozzolino01
