genres,release_date,playtime_forever,user_id
Racing,2008-07-29,0.0,76561197970982479
Simulation,2007-07-02,537.0,76561197970982479
Casual,2007-08-08,50.0,76561197970982479
Adventure,2008-05-20,149.0,76561197970982479
Adventure RPG,2008-04-14,0.0,76561197970982479
Adventure Indie,2008-07-31,23.0,76561197970982479
Simulation Strategy,2007-05-25,0.0,76561197970982479
Action Indie,2008-08-21,1538.0,76561197970982479
Racing,2008-08-19,573.0,76561197970982479
Adventure,1998-11-17,2.0,76561197970982479
Adventure,1997-12-12,887.0,76561197970982479
Racing,2008-09-01,588.0,76561197970982479
Strategy,2001-04-19,0.0,76561197970982479
Strategy,1997-07-15,4.0,76561197970982479
Strategy,1993-12-31,126.0,76561197970982479
Action RPG,2008-09-15,0.0,76561197970982479
Action,2008-09-17,0.0,76561197970982479
Action,2007-11-13,0.0,76561197970982479
Strategy,1998-06-15,0.0,76561197970982479
Action RPG,2008-09-16,0.0,76561197970982479
Indie,2008-09-19,0.0,76561197970982479
Racing,2008-10-22,1343.0,76561197970982479
Strategy Simulation,2008-08-28,772.0,76561197970982479
Strategy,2008-09-23,9.0,76561197970982479
Action,2003-03-18,0.0,76561197970982479
Action Adventure,2008-09-29,3.0,76561197970982479
Simulation Strategy,2008-07-18,76.0,76561197970982479
RPG Strategy,2008-09-30,0.0,76561197970982479
Action,2008-10-08,2085.0,76561197970982479
Indie Casual,2008-08-31,0.0,76561197970982479
Racing,2006-12-01,69.0,76561197970982479
Strategy,2006-11-14,101.0,76561197970982479
Action,2005-10-04,51.0,76561197970982479
Strategy,2007-10-16,0.0,76561197970982479
Strategy,2008-04-18,678.0,76561197970982479
Casual,2007-09-25,0.0,76561197970982479
Action,2002-05-31,9.0,76561197970982479
Casual,2008-10-15,14194.0,76561197970982479
Indie,2008-10-13,0.0,76561197970982479
Action Simulation Strategy,2008-10-16,2512.0,76561197970982479
Action,2008-10-17,640.0,76561197970982479
Casual Indie,2008-10-20,1815.0,76561197970982479
Indie Casual Sports,2008-10-21,2078.0,76561197970982479
Action Adventure,2008-10-21,1494.0,76561197970982479
Action,2008-10-22,130.0,76561197970982479
Action Indie Strategy,2008-10-23,653.0,76561197970982479
Simulation,2009-01-01,716.0,76561197970982479
Simulation,2009-01-01,72.0,76561197970982479
Simulation,2009-01-01,262.0,76561197970982479
Simulation,2009-01-01,44.0,76561197970982479
Simulation,2009-01-01,18.0,76561197970982479
Simulation,2009-01-01,86.0,76561197970982479
Simulation,2009-01-01,1204.0,76561197970982479
Action,2009-01-28,798.0,76561197970982479
Action,2008-10-20,110.0,76561197970982479
RPG,2008-12-16,296.0,76561197970982479
Action Adventure,2009-01-13,0.0,76561197970982479
Indie Strategy,2008-12-08,0.0,76561197970982479
Action,2009-02-12,1429.0,76561197970982479
Strategy Indie,2008-03-05,1.0,76561197970982479
Indie Strategy,2007-07-04,23532.0,76561197970982479
Action Indie,2009-03-19,1303.0,76561197970982479
Strategy,2005-05-10,100.0,76561197970982479
Action Adventure Strategy,2009-02-27,500.0,76561197970982479
Strategy,2009-03-04,459.0,76561197970982479
Action,2009-03-04,0.0,76561197970982479
Action Adventure Indie,2007-03-30,0.0,76561197970982479
Action,2007-11-19,2084.0,76561197970982479
RPG,2009-02-27,3478.0,76561197970982479
Indie Simulation,2008-03-21,182.0,76561197970982479
Racing,2009-02-03,0.0,76561197970982479
Action Indie,2009-03-09,905.0,76561197970982479
Action Indie,2009-03-16,0.0,76561197970982479
Action Indie,2009-03-16,51.0,76561197970982479
Casual Indie,2009-03-19,50.0,76561197970982479
Indie,2009-03-19,0.0,76561197970982479
Simulation Strategy,2009-03-10,0.0,76561197970982479
Casual,2009-04-15,81.0,76561197970982479
RPG Massively Multiplayer,2006-10-27,24.0,76561197970982479
RPG Massively Multiplayer,2005-04-28,712.0,76561197970982479
RPG Massively Multiplayer,2006-04-28,139.0,76561197970982479
Massively Multiplayer RPG,2008-09-25,0.0,76561197970982479
Casual,2009-04-16,319.0,76561197970982479
Casual,2009-04-29,73.0,76561197970982479
RPG,2009-04-30,159.0,76561197970982479
Strategy,2009-04-30,199.0,76561197970982479
Action Adventure RPG,2009-02-10,2896.0,76561197970982479
Action Indie,2009-04-21,0.0,76561197970982479
Indie,2009-04-29,194.0,76561197970982479
RPG Strategy,2008-09-23,272.0,76561197970982479
Casual Simulation,2009-05-06,458.0,76561197970982479
Racing,2009-05-06,574.0,76561197970982479
RPG Strategy,2005-03-08,0.0,76561197970982479
RPG Strategy,2002-03-26,89.0,76561197970982479
Indie Simulation Strategy,2009-06-04,230.0,76561197970982479
Action Simulation,2009-06-09,0.0,76561197970982479
Action Adventure,2009-06-10,500.0,76561197970982479
Adventure Indie,Jun 2009,329.0,76561197970982479
Strategy,2004-04-30,241.0,76561197970982479
RPG,2007-09-11,0.0,76561197970982479
RPG,2002-04-29,135.0,76561197970982479
Adventure,2007-05-18,0.0,76561197970982479
Simulation,1999-09-01,154.0,76561197970982479
Simulation,1998-09-07,1377.0,76561197970982479
Strategy,2008-09-15,0.0,76561197970982479
Action,2009-06-30,121.0,76561197970982479
Adventure,2007-10-01,2176.0,76561197970982479
Adventure,2006-10-01,246.0,76561197970982479
Adventure,2008-07-01,157.0,76561197970982479
Adventure,2007-07-01,467.0,76561197970982479
Casual Indie,2008-12-24,77.0,76561197970982479
Adventure,2009-07-07,567.0,76561197970982479
Action,2009-07-07,39.0,76561197970982479
Action Adventure Racing Simulation Strategy,2007-10-09,0.0,76561197970982479
Adventure,1992-06-01,15.0,76561197970982479
Action,2003-12-02,522.0,76561197970982479
Action,2005-11-01,0.0,76561197970982479
Adventure,1989-07-01,216.0,76561197970982479
Action Adventure,2008-06-03,19.0,76561197970982479
Adventure,2009-07-15,848.0,76561197970982479
Strategy,2008-11-20,3031.0,76561197970982479
Action Racing,2009-06-02,26.0,76561197970982479
Adventure,2009-07-21,0.0,76561197970982479
Sports,2006-12-20,941.0,76561197970982479
Adventure,2006-09-01,592.0,76561197970982479
Action,2007-10-30,599.0,76561197970982479
Adventure,2006-09-01,1735.0,76561197970982479
Action,2009-07-24,0.0,76561197970982479
Action Casual,2008-06-04,407.0,76561197970982479
Simulation Strategy,2009-07-24,154.0,76561197970982479
Casual,2009-07-27,0.0,76561197970982479
Action,2008-08-14,0.0,76561197970982479
Action Adventure,2009-07-28,1245.0,76561197970982479
Action,2009-07-29,42.0,76561197970982479
Action Indie,2009-08-04,0.0,76561197970982479
Adventure RPG,2003-11-19,889.0,76561197970982479
Indie Casual,2009-08-18,5.0,76561197970982479
RPG,1998-12-01,3.0,76561197970982479
Strategy,2001-03-01,2782.0,76561197970982479
Action,1999-06-01,109.0,76561197970982479
Adventure,2009-08-20,0.0,76561197970982479
Casual,2009-08-24,37.0,76561197970982479
Casual,2009-08-24,464.0,76561197970982479
Adventure Indie,2009-06-22,246.0,76561197970982479
Action,2005-03-29,6494.0,76561197970982479
Strategy,2009-08-28,0.0,76561197970982479
Simulation,2009-10-30,2001.0,76561197970982479
Action Adventure,2009-09-08,170.0,76561197970982479
Adventure Casual Indie,2009-05-26,395.0,76561197970982479
Simulation,2009-09-25,0.0,76561197970982479
Adventure Casual,2009-09-28,1159.0,76561197970982479
Adventure,2009-09-07,83.0,76561197970982479
Action,2009-08-18,0.0,76561197970982479
Simulation,2009-10-01,0.0,76561197970982479
Simulation,2009-09-30,593.0,76561197970982479
Simulation,2009-10-01,1495.0,76561197970982479
RPG,2009-10-30,0.0,76561197970982479
Casual,2009-10-01,793.0,76561197970982479
Strategy,2009-10-05,58.0,76561197970982479
Adventure Indie,2009-10-16,0.0,js41637
Action,2007-09-04,0.0,js41637
Racing,2009-09-15,0.0,js41637
RPG,2009-10-27,220.0,js41637
Strategy,2009-03-12,0.0,js41637
Strategy,2009-10-27,0.0,js41637
Strategy,2009-10-27,0.0,js41637
Action,2009-10-27,62.0,js41637
RPG Strategy,2009-10-29,0.0,js41637
Adventure,2009-10-29,0.0,js41637
Strategy,2009-10-29,0.0,js41637
Adventure,2009-10-07,0.0,js41637
Strategy,2009-11-01,0.0,js41637
Action Indie,2009-09-19,0.0,js41637
Action RPG,2009-11-03,0.0,js41637
Strategy,2005-03-03,107.0,js41637
Strategy,2003-10-28,0.0,js41637
Action Indie,2009-11-24,412.0,js41637
Adventure,2009-10-29,0.0,js41637
RPG,2009-11-06,114.0,js41637
Action RPG Indie,2009-05-07,0.0,js41637
Indie Casual,2009-11-05,0.0,js41637
Strategy,2009-11-11,0.0,js41637
Action,2009-11-12,0.0,js41637
Adventure,2009-11-12,16.0,js41637
RPG,2007-06-26,0.0,js41637
RPG,2008-02-15,0.0,js41637
Strategy,2007-03-28,0.0,js41637
Indie Casual,2008-07-23,0.0,js41637
Strategy,2009-11-13,0.0,js41637
Indie Simulation Strategy,2009-11-16,0.0,js41637
Simulation,2009-12-25,0.0,js41637
Action Adventure RPG,2005-06-17,0.0,js41637
Action,2009-10-22,0.0,js41637
Action,2009-11-03,0.0,js41637
RPG,2009-10-13,0.0,js41637
Strategy Indie Simulation,2009-12-16,0.0,js41637
Simulation,2007-10-02,0.0,js41637
Simulation,2008-04-29,0.0,js41637
Simulation,2009-01-24,0.0,js41637
Casual Simulation,2009-12-17,0.0,js41637
Casual,2009-12-17,51.0,js41637
Action Adventure,2008-07-08,750.0,js41637
Action Indie RPG,2010-03-17,21.0,js41637
Simulation,2009-08-12,181.0,js41637
Action Free to Play Indie,2010-02-12,169.0,js41637
Casual,2008-08-27,295.0,js41637
Casual,2010-01-06,0.0,js41637
Casual,2009-09-11,0.0,js41637
Casual,2007-12-07,0.0,js41637
Casual,2009-02-18,291.0,js41637
Casual,2010-02-16,0.0,js41637
Strategy Casual,2010-02-16,0.0,js41637
Adventure Casual,2010-02-16,0.0,js41637
Strategy,2010-02-17,544.0,js41637
Adventure,2010-02-18,0.0,js41637
Action Indie Racing,2010-02-18,8.0,js41637
Strategy,2010-02-18,17.0,js41637
Action,2010-02-19,0.0,js41637
Casual,2007-12-01,144.0,js41637
Action,2010-03-18,0.0,js41637
Action Indie,2001-03-21,23.0,js41637
Simulation,2010-03-19,75.0,js41637
Action RPG,2010-03-31,71.0,js41637
Action,2010-03-26,817.0,js41637
Action Indie,2010-04-05,428.0,js41637
Action,2010-04-08,0.0,js41637
Action,2010-04-12,230.0,js41637
Action Adventure,2010-04-12,0.0,js41637
Indie,2010-04-14,0.0,js41637
Action Casual Indie,2010-04-15,0.0,js41637
Adventure,2010-04-15,35.0,js41637
Simulation Strategy,2010-04-19,75.0,js41637
Simulation,2010-04-19,0.0,js41637
Adventure Indie,2010-04-20,0.0,js41637
Action,2003-08-19,0.0,js41637
Action,2001-11-30,0.0,js41637
Casual Indie,2010-04-20,77.0,js41637
Casual,2006-07-19,0.0,js41637
Casual Indie,2008-06-19,1412.0,js41637
Strategy,2010-05-05,0.0,js41637
Casual,2008-12-31,0.0,js41637
Casual,2009-09-24,48.0,js41637
Casual,2009-07-27,84.0,js41637
Casual,2009-12-24,0.0,js41637
Casual,2010-03-19,0.0,js41637
Casual,2008-02-11,0.0,js41637
Casual,2007-12-31,0.0,js41637
Casual,2009-12-21,0.0,js41637
Action Adventure Casual,2010-05-07,0.0,js41637
Action Adventure,2010-05-11,0.0,js41637
Action Indie,2010-05-12,84.0,js41637
Casual,2010-05-28,124.0,js41637
Action Adventure,2010-06-08,0.0,js41637
Casual Indie,2010-05-28,748.0,js41637
Action,2010-06-01,224.0,js41637
Action,2010-06-01,0.0,js41637
Action Adventure Casual RPG,2010-06-01,1198.0,js41637
Action,2010-06-01,0.0,js41637
Action,2010-06-01,0.0,js41637
Strategy,2010-06-01,18.0,js41637
Action,2010-06-01,6.0,js41637
Action,2010-06-01,0.0,js41637
Action,2010-06-01,41.0,js41637
Action,2010-06-01,0.0,js41637
Action,2010-06-01,0.0,js41637
Action RPG,2010-06-01,101.0,js41637
Action,2010-06-03,0.0,js41637
RPG,2010-07-16,311.0,js41637
Strategy Indie,2010-06-02,163.0,js41637
RPG,2010-07-16,60.0,js41637
RPG,2010-07-16,77.0,js41637
RPG,2010-07-16,0.0,js41637
Action,2010-07-19,0.0,js41637
RPG,2010-07-16,0.0,js41637
Simulation Strategy,2003-09-22,0.0,js41637
Strategy RPG,2010-07-16,0.0,js41637
Casual Indie,2010-07-16,205.0,js41637
Action Casual Indie,2010-07-19,55.0,js41637
Strategy,2010-07-21,22.0,js41637
RPG,2008-12-08,74.0,js41637
Action,2010-08-17,104.0,js41637
Simulation Strategy,2010-07-28,43.0,js41637
Strategy,2010-07-26,0.0,js41637
Simulation,2010-08-06,3464.0,js41637
Strategy,2010-08-06,220.0,js41637
Action,2011-03-22,0.0,js41637
Simulation,2010-08-06,0.0,js41637
RPG Casual,2010-08-12,1343.0,js41637
Action,2010-08-12,215.0,js41637
Indie,2010-08-16,4694.0,js41637
Indie,2010-08-16,46.0,js41637
Indie,2010-08-16,0.0,js41637
Indie,2010-08-16,0.0,js41637
Strategy,2010-08-20,0.0,js41637
Simulation,2010-08-27,0.0,js41637
Strategy,2010-08-26,0.0,js41637
Indie Simulation Strategy,2010-06-22,0.0,js41637
Action Simulation Strategy,2010-08-27,0.0,js41637
Strategy,2010-08-30,0.0,js41637
Indie,2010-08-16,0.0,js41637
Action,2010-08-31,0.0,js41637
Action,2010-08-31,0.0,js41637
Simulation,2010-09-01,0.0,js41637
Action,2010-08-31,0.0,js41637
Strategy,2002-11-01,0.0,js41637
Adventure,2010-09-02,0.0,js41637
Casual,2010-09-06,0.0,js41637
Action,2010-09-06,0.0,js41637
Action,2010-09-08,251.0,js41637
Action Indie,2010-09-07,0.0,js41637
Strategy,2010-09-08,0.0,js41637
Action Adventure Indie,2010-09-08,0.0,js41637
RPG Indie,2010-09-10,0.0,js41637
Action Casual Indie,2010-08-19,0.0,js41637
Action Simulation,2010-09-13,0.0,js41637
Action,2010-09-13,0.0,js41637
Simulation,2010-09-14,0.0,js41637
Indie Simulation,2010-09-14,0.0,js41637
Casual Indie,2010-09-17,0.0,js41637
Strategy,2010-09-17,0.0,js41637
Action,2010-09-13,0.0,js41637
RPG Strategy,2010-09-17,0.0,js41637
Simulation,2010-09-17,0.0,js41637
Strategy,2010-09-21,0.0,js41637
Strategy,2010-09-21,75.0,js41637
Action Indie,2002-02-05,75.0,js41637
Indie Strategy,2010-09-20,0.0,js41637
Action Adventure,2010-09-22,35.0,js41637
Action,2010-09-22,0.0,js41637
Action Adventure,2010-09-23,0.0,js41637
Simulation Strategy,1999-07-01,84.0,js41637
Strategy,2010-10-08,0.0,js41637
Action RPG Massively Multiplayer,2007-08-31,86.0,js41637
Simulation Strategy,2000-06-01,95.0,js41637
RPG Strategy,Oct 2010,2159.0,js41637
Adventure Casual Simulation,2010-10-11,143.0,js41637
Adventure Casual Indie Simulation,2010-10-11,0.0,js41637
RPG Strategy,Oct 2010,194.0,js41637
RPG Strategy,Oct 2010,4326.0,js41637
Action,2010-10-12,93.0,js41637
Indie RPG Strategy,2010-10-15,101.0,js41637
Action Adventure,2010-10-15,74.0,js41637
Adventure Casual Indie,2010-10-15,33.0,js41637
Action RPG,2010-10-19,0.0,js41637
Action Casual Indie,2010-10-15,71.0,js41637
Adventure Indie,2010-10-22,0.0,js41637
Indie Racing,2010-10-25,0.0,js41637
Strategy,2010-10-25,13831.0,js41637
Action Indie RPG,2010-10-25,723.0,js41637
Action Simulation,2010-10-26,112.0,js41637
Casual,2010-10-26,0.0,js41637
RPG,2010-10-26,0.0,js41637
Action,2010-10-26,0.0,js41637
Action Adventure,2010-10-26,0.0,js41637
Adventure,2010-10-26,0.0,js41637
Action,2010-10-26,285.0,js41637
Action,2010-10-26,0.0,js41637
Action Indie,2010-10-25,0.0,js41637
Action Adventure Indie,2010-10-26,164.0,js41637
Action,2010-10-26,0.0,js41637
Action Casual,2010-11-18,116.0,js41637
RPG Simulation Strategy,2010-11-18,0.0,js41637
Action Casual Indie,2010-11-02,0.0,js41637
Simulation Strategy,2010-11-02,57.0,js41637
Casual,2010-11-02,0.0,js41637
Adventure Indie,2010-11-18,0.0,js41637
Strategy,2010-11-02,0.0,js41637
Action,2010-11-02,0.0,js41637
Action,2010-11-05,0.0,js41637
Casual,2009-10-01,0.0,js41637
Adventure,2010-11-03,793.0,js41637
Casual Indie,2007-04-05,102.0,js41637
Strategy Indie,2010-11-02,0.0,js41637
Action,2010-11-09,120.0,js41637
Indie Casual,2010-11-09,0.0,js41637
Action Adventure Strategy,2010-12-20,0.0,js41637
Indie Casual,2010-11-09,0.0,js41637
Action Adventure Strategy,2010-12-20,0.0,js41637
Casual Indie,2010-12-23,0.0,js41637
Adventure,2010-12-23,0.0,js41637
Action,2002-05-21,136.0,js41637
Action,2005-06-06,1066.0,js41637
Action Adventure,2011-01-07,0.0,js41637
Action Adventure,2011-01-07,220.0,js41637
Action Adventure,2011-01-07,36.0,js41637
Action Adventure,2011-01-07,0.0,js41637
Action,2003-05-13,140.0,js41637
Action Indie,2011-01-12,281.0,js41637
Action Indie,2011-01-20,0.0,js41637
Action Indie Strategy,2011-01-20,0.0,js41637
Action,2011-01-25,4.0,js41637
Adventure Casual,2011-01-19,0.0,js41637
Adventure,2011-01-20,99.0,js41637
Action Strategy Indie Sports,2011-01-24,0.0,js41637
Action Adventure Casual,2011-01-25,406.0,js41637
Action,2011-01-26,727.0,js41637
RPG,2011-01-26,121.0,js41637
RPG,2011-01-26,499.0,js41637
RPG,2011-01-26,10.0,js41637
Action,2011-01-26,0.0,js41637
Adventure,2011-01-26,1195.0,js41637
Action,2011-01-26,266.0,js41637
Action Adventure,2011-01-26,0.0,js41637
Action,2011-01-26,0.0,js41637
RPG,2011-01-26,63.0,js41637
RPG,2011-01-26,0.0,js41637
Simulation,2009-06-02,192.0,js41637
Simulation,2011-01-26,122.0,js41637
Simulation,2010-09-07,58.0,js41637
Simulation,2009-11-17,748.0,js41637
Simulation,2010-10-26,268.0,js41637
Simulation,2010-06-02,61.0,js41637
Simulation,2010-02-02,0.0,js41637
Casual Indie,2011-01-27,114.0,js41637
Casual,2011-01-28,0.0,js41637
Simulation,2011-02-01,0.0,js41637
Action Casual Indie,2011-01-31,106.0,js41637
Adventure Casual,2011-02-02,103.0,js41637
Strategy,2011-02-01,219.0,js41637
RPG,2011-02-03,0.0,js41637
Racing,Feb 2011,100.0,js41637
RPG,2011-02-03,55.0,js41637
Strategy Indie Simulation,2011-02-11,60.0,js41637
Strategy,2011-02-09,178.0,js41637
RPG Strategy,2011-02-10,1.0,js41637
Indie Strategy,2011-02-14,0.0,js41637
RPG,2011-01-11,0.0,js41637
Strategy,2011-03-08,218.0,js41637
Casual Strategy,2011-03-11,696.0,js41637
Action Indie,2011-02-28,0.0,js41637
Action,2011-03-14,195.0,js41637
Casual Indie Simulation Strategy,2011-02-28,105.0,js41637
Indie,2011-02-28,103.0,js41637
Strategy,2011-02-28,0.0,js41637
Strategy,2011-02-28,0.0,js41637
Strategy,2011-02-28,0.0,js41637
Strategy,2011-02-28,194.0,js41637
Free to Play Massively Multiplayer RPG,2013-10-24,0.0,js41637
Strategy,2011-02-28,114.0,js41637
Indie Casual,2011-03-01,1643.0,js41637
Strategy,2011-02-28,88.0,js41637
Action,2011-04-05,227.0,js41637
Simulation,2011-04-05,0.0,js41637
Simulation,2011-04-05,26.0,js41637
Strategy,2011-04-06,0.0,js41637
Racing,2011-04-08,0.0,js41637
Action Indie Strategy,2011-04-08,0.0,js41637
Strategy,2010-06-10,0.0,js41637
Strategy,2011-04-08,0.0,js41637
Strategy RPG,2011-04-11,0.0,js41637
Action Indie,2011-04-08,299.0,js41637
Strategy,2011-04-11,124.0,js41637
Action Adventure,2011-04-18,0.0,js41637
Action RPG,2011-04-12,21.0,js41637
Action Casual Indie Strategy,2011-04-15,0.0,js41637
Strategy,2011-04-19,126.0,js41637
Strategy,2011-05-26,0.0,js41637
Strategy,2011-04-20,70.0,js41637
Strategy,2011-05-26,239.0,js41637
Indie Strategy,2011-05-26,256.0,js41637
Strategy,2011-05-26,14.0,js41637
Adventure Indie RPG,2011-05-27,0.0,js41637
Action Adventure,2011-05-30,0.0,js41637
Adventure Casual Indie,2011-05-31,0.0,js41637
Simulation,2011-05-31,0.0,js41637
Simulation,2011-05-31,0.0,js41637
Action RPG,2011-05-31,100.0,js41637
Action Adventure,2011-06-01,15.0,js41637
Adventure,2009-08-10,20.0,js41637
Adventure,2005-06-06,551.0,js41637
Action,2011-06-02,152.0,js41637
Action RPG,2011-06-20,80.0,js41637
Action,2011-06-13,26.0,js41637
Action Free to Play,2011-06-14,68.0,js41637
Free to Play Massively Multiplayer RPG,2009-09-01,0.0,js41637
Strategy,2011-06-13,436.0,js41637
Simulation,2011-06-14,185.0,js41637
Strategy,2011-06-14,0.0,js41637
Indie,2011-06-15,28.0,js41637
Strategy,2011-06-15,1142.0,js41637
Indie Casual,2011-05-20,0.0,js41637
Action Casual Indie,2011-06-16,0.0,js41637
Strategy Indie,2011-06-16,84.0,js41637
Indie Casual,2011-06-17,157.0,js41637
Strategy,2011-06-21,0.0,js41637
Strategy,2011-06-21,169.0,js41637
Action RPG,2011-06-21,679.0,js41637
Strategy,2011-06-21,142.0,js41637
Action,2011-06-21,160.0,js41637
Action RPG,2011-06-21,137.0,js41637
Action RPG,2011-06-21,450.0,js41637
Simulation,2011-06-22,47.0,js41637
Action RPG,2011-06-21,121.0,js41637
Strategy,2011-06-23,116.0,js41637
Action RPG,2011-06-24,0.0,js41637
Racing,2011-06-23,63.0,js41637
Simulation,2011-06-24,75.0,js41637
Strategy,2011-06-23,420.0,js41637
Strategy,2011-06-28,0.0,js41637
Strategy,2011-06-30,224.0,js41637
Strategy,2011-06-30,369.0,js41637
Strategy,2011-06-30,53.0,js41637
Strategy RPG,2011-07-01,75.0,js41637
Strategy,2011-06-30,102.0,js41637
Adventure Casual,2011-06-30,78.0,js41637
Action,2011-07-02,0.0,js41637
Strategy,2011-07-18,73.0,js41637
